model,position,tier,layer,cosine,causal_similarity,causal_projection
base,2,weakly_adjacent,8,0.001754334113211371,0.1963851540125024,142.6715227155523
base,2,weakly_adjacent,16,0.029624293780652806,0.7395488810638146,1033.0380960151565
base,2,weakly_adjacent,27,0.14648079633829184,0.9411269690478066,13224.691376852494
base,2,negated,0,0.02144792688312009,0.02524068197629242,0.10051031095555181
base,2,negated,8,-0.0013480942411115394,0.19356945499424158,134.3399518652872
base,2,negated,16,0.020857454042416065,0.7331277446492563,972.2329657379419
base,2,negated,27,0.1293565404682886,0.9395468489327377,12357.326825706992
base,2,neutral,0,0.016786826983360308,0.020434685860470838,0.08004881122184221
base,2,neutral,8,-0.011329032990615814,0.19157871530232415,138.34459715039793
base,2,neutral,16,0.012389148749810244,0.7328560340794612,1002.1461553195927
base,2,neutral,27,0.13006527363455722,0.9398420503302592,12769.231832323454
base,3,explicit,0,0.033459182513761336,0.03361235017287067,0.16522597407911918
base,3,explicit,8,0.018844880819669924,-0.21049395432895868,-155.88397974353495
base,3,explicit,16,0.10692889327998273,0.8061195105675436,1154.7488553197868
base,3,explicit,27,0.136283964329632,0.8244812971973434,11489.748009901867
base,3,token_adjacent,0,0.005487537196604535,-0.01526787733286925,-0.07617453110596761
base,3,token_adjacent,8,-0.02493319857865572,-0.2163432765383061,-158.9339985963104
base,3,token_adjacent,16,0.051872701052925546,0.79697102659579,1106.698884314887
base,3,token_adjacent,27,0.07907492952974281,0.8196923943540095,11484.704945903732
base,3,concept_adjacent,0,0.007880703363334761,-0.00931467092252594,-0.05194152832195709
base,3,concept_adjacent,8,-0.021971559657831676,-0.21461817500583458,-158.505565523699
base,3,concept_adjacent,16,0.0536248998681549,0.7946577949952888,1109.1879324028737
base,3,concept_adjacent,27,0.07951080896600615,0.8193568193377834,11377.516522446149
base,3,weakly_adjacent,0,0.011082676640944556,-0.012915541566957303,-0.06058925871366343
base,3,weakly_adjacent,8,-0.02211016775574535,-0.2153877530286976,-159.63962231016637
